_initial_assets,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,contents,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,performance_reward,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,progress_before_trial,progress_after_trial,async_post_trial_required,async_post_trial_requested,async_post_trial_complete,async_post_trial_failed,block_position,block,class,object_type,flow,transition,target_participant_id,group_id,round_index,counted_rounds,rounds_required,status,role,roles,offer,decision,deadline,feedback_until,last_round,total_score,totals,timeout_count,max_timeouts,completion_reason,coin_value_dollars,batch_id,treatment
{},{},46,2026-06-18 22:17:31,False,,,GameTrial,51,51,,True,51,16,46,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""random""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 16, ""group_id"": 6, ""participant_id"": 16, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""11"": ""proposer"", ""16"": ""responder""}, ""offer"": 4, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""11"": ""proposer"", ""16"": ""responder""}, ""offer"": 4, ""decision"": ""accept"", ""payoffs"": {""11"": 6, ""16"": 4}, ""totals"": {""11"": 114, ""16"": 106}}, ""total_score"": 106, ""totals"": {""11"": 114, ""16"": 106}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,445,,,270.56,99.0,249.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,random,16.0,6.0,25.0,25.0,25.0,complete,responder,"{""11"": ""proposer"", ""16"": ""responder""}",4.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""11"": ""proposer"", ""16"": ""responder""}, ""offer"": 4, ""decision"": ""accept"", ""payoffs"": {""11"": 6, ""16"": 4}, ""totals"": {""11"": 114, ""16"": 106}}",106.0,"{""11"": 114, ""16"": 106}",0.0,5.0,Completed all counted rounds.,0.005,batch-0618,random
{},{},47,2026-06-18 22:17:31,False,,,GameTrial,51,51,,True,51,11,48,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""random""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 11, ""group_id"": 6, ""participant_id"": 11, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""11"": ""proposer"", ""16"": ""responder""}, ""offer"": 4, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""11"": ""proposer"", ""16"": ""responder""}, ""offer"": 4, ""decision"": ""accept"", ""payoffs"": {""11"": 6, ""16"": 4}, ""totals"": {""11"": 114, ""16"": 106}}, ""total_score"": 114, ""totals"": {""11"": 114, ""16"": 106}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,446,,,266.783,98.0,248.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,random,11.0,6.0,25.0,25.0,25.0,complete,proposer,"{""11"": ""proposer"", ""16"": ""responder""}",4.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""11"": ""proposer"", ""16"": ""responder""}, ""offer"": 4, ""decision"": ""accept"", ""payoffs"": {""11"": 6, ""16"": 4}, ""totals"": {""11"": 114, ""16"": 106}}",114.0,"{""11"": 114, ""16"": 106}",0.0,5.0,Completed all counted rounds.,0.005,batch-0618,random
{},{},58,2026-06-18 22:18:42,True,response_timeout,2026-06-18 22:24:24,GameTrial,53,53,,True,53,21,60,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""random""}",False,False,,,,"{""type"": ""state_update"", ""target_participant_id"": 21, ""group_id"": 9, ""participant_id"": 21, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""18"": ""responder"", ""21"": ""proposer""}, ""offer"": 4, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""18"": ""responder"", ""21"": ""proposer""}, ""offer"": 4, ""decision"": ""accept"", ""payoffs"": {""18"": 4, ""21"": 6}, ""totals"": {""18"": 126, ""21"": 124}}, ""total_score"": 124, ""totals"": {""18"": 126, ""21"": 124}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,514,,,352.649,124.0,274.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,random,21.0,9.0,25.0,25.0,25.0,complete,proposer,"{""18"": ""responder"", ""21"": ""proposer""}",4.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""18"": ""responder"", ""21"": ""proposer""}, ""offer"": 4, ""decision"": ""accept"", ""payoffs"": {""18"": 4, ""21"": 6}, ""totals"": {""18"": 126, ""21"": 124}}",124.0,"{""18"": 126, ""21"": 124}",0.0,5.0,Completed all counted rounds.,0.005,batch-0618,random
{},{},59,2026-06-18 22:18:42,True,response_timeout,2026-06-18 22:24:24,GameTrial,53,53,,True,53,18,61,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""random""}",False,False,,,,"{""type"": ""state_update"", ""target_participant_id"": 18, ""group_id"": 9, ""participant_id"": 18, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""18"": ""responder"", ""21"": ""proposer""}, ""offer"": 4, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""18"": ""responder"", ""21"": ""proposer""}, ""offer"": 4, ""decision"": ""accept"", ""payoffs"": {""18"": 4, ""21"": 6}, ""totals"": {""18"": 126, ""21"": 124}}, ""total_score"": 126, ""totals"": {""18"": 126, ""21"": 124}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,515,,,349.92,98.0,248.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,random,18.0,9.0,25.0,25.0,25.0,complete,responder,"{""18"": ""responder"", ""21"": ""proposer""}",4.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""18"": ""responder"", ""21"": ""proposer""}, ""offer"": 4, ""decision"": ""accept"", ""payoffs"": {""18"": 4, ""21"": 6}, ""totals"": {""18"": 126, ""21"": 124}}",126.0,"{""18"": 126, ""21"": 124}",0.0,5.0,Completed all counted rounds.,0.005,batch-0618,random
{},{},66,2026-06-18 22:20:22,False,,,GameTrial,56,55,,True,56,25,70,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""random""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 25, ""group_id"": 10, ""participant_id"": 25, ""round_index"": 6, ""counted_rounds"": 0, ""rounds_required"": 25, ""status"": ""failed"", ""role"": ""proposer"", ""roles"": {""23"": ""responder"", ""25"": ""proposer""}, ""offer"": 5, ""decision"": null, ""deadline"": null, ""feedback_until"": ""2026-06-18T22:23:52.022496+00:00"", ""last_round"": {""round_index"": 6, ""skipped"": true, ""timeout_role"": ""responder"", ""roles"": {""23"": ""responder"", ""25"": ""proposer""}, ""offer"": 5, ""decision"": ""timeout"", ""payoffs"": {""23"": 0, ""25"": 0}, ""totals"": {""23"": 0, ""25"": 0}}, ""total_score"": 0, ""totals"": {""23"": 0, ""25"": 0}, ""timeout_count"": 6, ""max_timeouts"": 5, ""completion_reason"": ""The pair exceeded the maximum of 5 decision timeouts."", ""coin_value_dollars"": 0.005}",True,507,,,243.307,98.5,248.5,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,random,25.0,10.0,6.0,0.0,25.0,failed,proposer,"{""23"": ""responder"", ""25"": ""proposer""}",5.0,,,2026-06-18T22:23:52.022496+00:00,"{""round_index"": 6, ""skipped"": true, ""timeout_role"": ""responder"", ""roles"": {""23"": ""responder"", ""25"": ""proposer""}, ""offer"": 5, ""decision"": ""timeout"", ""payoffs"": {""23"": 0, ""25"": 0}, ""totals"": {""23"": 0, ""25"": 0}}",0.0,"{""23"": 0, ""25"": 0}",6.0,5.0,The pair exceeded the maximum of 5 decision timeouts.,0.005,batch-0618,random
{},{},67,2026-06-18 22:20:22,False,,,GameTrial,56,55,,True,56,23,71,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""random""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 23, ""group_id"": 10, ""participant_id"": 23, ""round_index"": 6, ""counted_rounds"": 0, ""rounds_required"": 25, ""status"": ""failed"", ""role"": ""responder"", ""roles"": {""23"": ""responder"", ""25"": ""proposer""}, ""offer"": 5, ""decision"": null, ""deadline"": null, ""feedback_until"": ""2026-06-18T22:23:52.022496+00:00"", ""last_round"": {""round_index"": 6, ""skipped"": true, ""timeout_role"": ""responder"", ""roles"": {""23"": ""responder"", ""25"": ""proposer""}, ""offer"": 5, ""decision"": ""timeout"", ""payoffs"": {""23"": 0, ""25"": 0}, ""totals"": {""23"": 0, ""25"": 0}}, ""total_score"": 0, ""totals"": {""23"": 0, ""25"": 0}, ""timeout_count"": 6, ""max_timeouts"": 5, ""completion_reason"": ""The pair exceeded the maximum of 5 decision timeouts."", ""coin_value_dollars"": 0.005}",True,508,,,229.332,98.0,248.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,random,23.0,10.0,6.0,0.0,25.0,failed,responder,"{""23"": ""responder"", ""25"": ""proposer""}",5.0,,,2026-06-18T22:23:52.022496+00:00,"{""round_index"": 6, ""skipped"": true, ""timeout_role"": ""responder"", ""roles"": {""23"": ""responder"", ""25"": ""proposer""}, ""offer"": 5, ""decision"": ""timeout"", ""payoffs"": {""23"": 0, ""25"": 0}, ""totals"": {""23"": 0, ""25"": 0}}",0.0,"{""23"": 0, ""25"": 0}",6.0,5.0,The pair exceeded the maximum of 5 decision timeouts.,0.005,batch-0618,random
{},{},84,2026-06-18 22:22:10,False,,,GameTrial,62,56,,True,62,28,78,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""random""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 28, ""group_id"": 13, ""participant_id"": 28, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""28"": ""proposer"", ""30"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""28"": ""proposer"", ""30"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""28"": 5, ""30"": 5}, ""totals"": {""28"": 125, ""30"": 125}}, ""total_score"": 125, ""totals"": {""28"": 125, ""30"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,575,,,234.79,210.0,360.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,random,28.0,13.0,25.0,25.0,25.0,complete,proposer,"{""28"": ""proposer"", ""30"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""28"": ""proposer"", ""30"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""28"": 5, ""30"": 5}, ""totals"": {""28"": 125, ""30"": 125}}",125.0,"{""28"": 125, ""30"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-0618,random
{},{},85,2026-06-18 22:22:10,False,,,GameTrial,62,56,,True,62,30,79,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""random""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 30, ""group_id"": 13, ""participant_id"": 30, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""28"": ""proposer"", ""30"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""28"": ""proposer"", ""30"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""28"": 5, ""30"": 5}, ""totals"": {""28"": 125, ""30"": 125}}, ""total_score"": 125, ""totals"": {""28"": 125, ""30"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,576,,,234.494,98.0,248.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,random,30.0,13.0,25.0,25.0,25.0,complete,responder,"{""28"": ""proposer"", ""30"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""28"": ""proposer"", ""30"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""28"": 5, ""30"": 5}, ""totals"": {""28"": 125, ""30"": 125}}",125.0,"{""28"": 125, ""30"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-0618,random
{},{},88,2026-06-18 22:23:23,False,,,GameTrial,63,57,,True,63,31,84,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""random""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 31, ""group_id"": 14, ""participant_id"": 31, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""29"": ""proposer"", ""31"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""29"": ""proposer"", ""31"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""29"": 5, ""31"": 5}, ""totals"": {""29"": 115, ""31"": 115}}, ""total_score"": 115, ""totals"": {""29"": 115, ""31"": 115}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,636,,,273.233,98.0,248.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,random,31.0,14.0,25.0,25.0,25.0,complete,responder,"{""29"": ""proposer"", ""31"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""29"": ""proposer"", ""31"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""29"": 5, ""31"": 5}, ""totals"": {""29"": 115, ""31"": 115}}",115.0,"{""29"": 115, ""31"": 115}",0.0,5.0,Completed all counted rounds.,0.005,batch-0618,random
{},{},89,2026-06-18 22:23:23,False,,,GameTrial,63,57,,True,63,29,83,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""random""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 29, ""group_id"": 14, ""participant_id"": 29, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""29"": ""proposer"", ""31"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""29"": ""proposer"", ""31"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""29"": 5, ""31"": 5}, ""totals"": {""29"": 115, ""31"": 115}}, ""total_score"": 115, ""totals"": {""29"": 115, ""31"": 115}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,635,,,274.365,99.0,249.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,random,29.0,14.0,25.0,25.0,25.0,complete,proposer,"{""29"": ""proposer"", ""31"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""29"": ""proposer"", ""31"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""29"": 5, ""31"": 5}, ""totals"": {""29"": 115, ""31"": 115}}",115.0,"{""29"": 115, ""31"": 115}",0.0,5.0,Completed all counted rounds.,0.005,batch-0618,random
{},{},92,2026-06-18 22:24:44,False,,,GameTrial,65,58,,True,65,32,93,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""random""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 32, ""group_id"": 15, ""participant_id"": 32, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""32"": ""proposer"", ""33"": ""responder""}, ""offer"": 10, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""32"": ""proposer"", ""33"": ""responder""}, ""offer"": 10, ""decision"": ""accept"", ""payoffs"": {""32"": 0, ""33"": 10}, ""totals"": {""32"": 120, ""33"": 120}}, ""total_score"": 120, ""totals"": {""32"": 120, ""33"": 120}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,657,,,264.444,99.5,249.5,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,random,32.0,15.0,25.0,25.0,25.0,complete,proposer,"{""32"": ""proposer"", ""33"": ""responder""}",10.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""32"": ""proposer"", ""33"": ""responder""}, ""offer"": 10, ""decision"": ""accept"", ""payoffs"": {""32"": 0, ""33"": 10}, ""totals"": {""32"": 120, ""33"": 120}}",120.0,"{""32"": 120, ""33"": 120}",0.0,5.0,Completed all counted rounds.,0.005,batch-0618,random
{},{},93,2026-06-18 22:24:44,False,,,GameTrial,65,58,,True,65,33,94,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""random""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 33, ""group_id"": 15, ""participant_id"": 33, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""32"": ""proposer"", ""33"": ""responder""}, ""offer"": 10, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""32"": ""proposer"", ""33"": ""responder""}, ""offer"": 10, ""decision"": ""accept"", ""payoffs"": {""32"": 0, ""33"": 10}, ""totals"": {""32"": 120, ""33"": 120}}, ""total_score"": 120, ""totals"": {""32"": 120, ""33"": 120}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,658,,,263.95799999999997,98.0,248.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,random,33.0,15.0,25.0,25.0,25.0,complete,responder,"{""32"": ""proposer"", ""33"": ""responder""}",10.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""32"": ""proposer"", ""33"": ""responder""}, ""offer"": 10, ""decision"": ""accept"", ""payoffs"": {""32"": 0, ""33"": 10}, ""totals"": {""32"": 120, ""33"": 120}}",120.0,"{""32"": 120, ""33"": 120}",0.0,5.0,Completed all counted rounds.,0.005,batch-0618,random
{},{},101,2026-06-18 22:25:26,False,,,GameTrial,66,59,,True,66,34,99,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""random""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 34, ""group_id"": 16, ""participant_id"": 34, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""22"": ""proposer"", ""34"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""22"": ""proposer"", ""34"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""22"": 5, ""34"": 5}, ""totals"": {""22"": 125, ""34"": 125}}, ""total_score"": 125, ""totals"": {""22"": 125, ""34"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,652,,,218.186,138.5,288.5,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,random,34.0,16.0,25.0,25.0,25.0,complete,responder,"{""22"": ""proposer"", ""34"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""22"": ""proposer"", ""34"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""22"": 5, ""34"": 5}, ""totals"": {""22"": 125, ""34"": 125}}",125.0,"{""22"": 125, ""34"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-0618,random
{},{},102,2026-06-18 22:25:26,False,,,GameTrial,66,59,,True,66,22,100,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""random""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 22, ""group_id"": 16, ""participant_id"": 22, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""22"": ""proposer"", ""34"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""22"": ""proposer"", ""34"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""22"": 5, ""34"": 5}, ""totals"": {""22"": 125, ""34"": 125}}, ""total_score"": 125, ""totals"": {""22"": 125, ""34"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,653,,,217.942,98.0,248.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,random,22.0,16.0,25.0,25.0,25.0,complete,proposer,"{""22"": ""proposer"", ""34"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""22"": ""proposer"", ""34"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""22"": 5, ""34"": 5}, ""totals"": {""22"": 125, ""34"": 125}}",125.0,"{""22"": 125, ""34"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-0618,random
{},{},110,2026-06-18 22:26:00,True,response_timeout,2026-06-18 22:31:24,GameTrial,67,60,,True,67,36,104,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""random""}",False,False,,,,"{""type"": ""state_update"", ""target_participant_id"": 36, ""group_id"": 17, ""participant_id"": 36, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""35"": ""proposer"", ""36"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""35"": ""proposer"", ""36"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""35"": 5, ""36"": 5}, ""totals"": {""35"": 125, ""36"": 125}}, ""total_score"": 125, ""totals"": {""35"": 125, ""36"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,843,,,540.3530000000001,138.5,288.5,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,random,36.0,17.0,25.0,25.0,25.0,complete,responder,"{""35"": ""proposer"", ""36"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""35"": ""proposer"", ""36"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""35"": 5, ""36"": 5}, ""totals"": {""35"": 125, ""36"": 125}}",125.0,"{""35"": 125, ""36"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-0618,random
{},{},111,2026-06-18 22:26:00,True,response_timeout,2026-06-18 22:31:24,GameTrial,67,60,,True,67,35,106,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""random""}",False,False,,,,"{""type"": ""state_update"", ""target_participant_id"": 35, ""group_id"": 17, ""participant_id"": 35, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""35"": ""proposer"", ""36"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""35"": ""proposer"", ""36"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""35"": 5, ""36"": 5}, ""totals"": {""35"": 125, ""36"": 125}}, ""total_score"": 125, ""totals"": {""35"": 125, ""36"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,844,,,538.3090000000001,98.0,248.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,random,35.0,17.0,25.0,25.0,25.0,complete,proposer,"{""35"": ""proposer"", ""36"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""35"": ""proposer"", ""36"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""35"": 5, ""36"": 5}, ""totals"": {""35"": 125, ""36"": 125}}",125.0,"{""35"": 125, ""36"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-0618,random
