treatment,batch_id,group_id,round_index,offer,decision,rejected,fairness,efficiency
constant,batch-061902,8,2,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,8,3,3,accept,False,0.42857142857142855,10.0
constant,batch-061902,8,4,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,8,5,5,accept,False,1.0,10.0
constant,batch-061902,8,6,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,8,7,5,accept,False,1.0,10.0
constant,batch-061902,8,8,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,8,9,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,8,10,5,accept,False,1.0,10.0
constant,batch-061902,8,11,5,accept,False,1.0,10.0
constant,batch-061902,8,12,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,8,13,4,reject,True,,0.0
constant,batch-061902,8,14,5,reject,True,,0.0
constant,batch-061902,8,15,3,reject,True,,0.0
constant,batch-061902,8,16,6,accept,False,0.6666666666666666,10.0
constant,batch-061902,8,17,7,reject,True,,0.0
constant,batch-061902,8,18,5,accept,False,1.0,10.0
constant,batch-061902,8,19,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,8,20,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,8,21,5,accept,False,1.0,10.0
constant,batch-061902,8,22,4,reject,True,,0.0
constant,batch-061902,8,23,6,accept,False,0.6666666666666666,10.0
constant,batch-061902,8,24,5,accept,False,1.0,10.0
constant,batch-061902,8,25,5,accept,False,1.0,10.0
constant,batch-061902,10,1,5,accept,False,1.0,10.0
constant,batch-061902,10,2,5,accept,False,1.0,10.0
constant,batch-061902,10,3,5,accept,False,1.0,10.0
constant,batch-061902,10,4,5,accept,False,1.0,10.0
constant,batch-061902,10,5,5,accept,False,1.0,10.0
constant,batch-061902,10,6,5,accept,False,1.0,10.0
constant,batch-061902,10,7,5,accept,False,1.0,10.0
constant,batch-061902,10,8,5,accept,False,1.0,10.0
constant,batch-061902,10,9,2,accept,False,0.25,10.0
constant,batch-061902,10,10,8,accept,False,0.25,10.0
constant,batch-061902,10,11,10,accept,False,0.0,10.0
constant,batch-061902,10,12,0,accept,False,0.0,10.0
constant,batch-061902,10,13,5,accept,False,1.0,10.0
constant,batch-061902,10,14,5,accept,False,1.0,10.0
constant,batch-061902,10,15,10,accept,False,0.0,10.0
constant,batch-061902,10,16,0,accept,False,0.0,10.0
constant,batch-061902,10,17,5,accept,False,1.0,10.0
constant,batch-061902,10,18,5,accept,False,1.0,10.0
constant,batch-061902,10,19,5,accept,False,1.0,10.0
constant,batch-061902,10,20,5,accept,False,1.0,10.0
constant,batch-061902,10,21,10,accept,False,0.0,10.0
constant,batch-061902,10,22,0,accept,False,0.0,10.0
constant,batch-061902,10,23,5,accept,False,1.0,10.0
constant,batch-061902,10,24,5,accept,False,1.0,10.0
constant,batch-061902,10,25,5,accept,False,1.0,10.0
constant,batch-061902,11,1,5,accept,False,1.0,10.0
constant,batch-061902,11,2,5,accept,False,1.0,10.0
constant,batch-061902,11,3,5,accept,False,1.0,10.0
constant,batch-061902,11,4,5,accept,False,1.0,10.0
constant,batch-061902,11,5,5,accept,False,1.0,10.0
constant,batch-061902,11,6,5,accept,False,1.0,10.0
constant,batch-061902,11,7,5,accept,False,1.0,10.0
constant,batch-061902,11,8,5,accept,False,1.0,10.0
constant,batch-061902,11,9,5,accept,False,1.0,10.0
constant,batch-061902,11,10,5,accept,False,1.0,10.0
constant,batch-061902,11,11,5,accept,False,1.0,10.0
constant,batch-061902,11,12,5,accept,False,1.0,10.0
constant,batch-061902,11,13,5,accept,False,1.0,10.0
constant,batch-061902,11,14,5,accept,False,1.0,10.0
constant,batch-061902,11,15,5,accept,False,1.0,10.0
constant,batch-061902,11,16,5,accept,False,1.0,10.0
constant,batch-061902,11,17,5,accept,False,1.0,10.0
constant,batch-061902,11,18,5,accept,False,1.0,10.0
constant,batch-061902,11,19,5,accept,False,1.0,10.0
constant,batch-061902,11,20,5,accept,False,1.0,10.0
constant,batch-061902,11,21,5,accept,False,1.0,10.0
constant,batch-061902,11,22,5,accept,False,1.0,10.0
constant,batch-061902,11,23,5,accept,False,1.0,10.0
constant,batch-061902,11,24,5,accept,False,1.0,10.0
constant,batch-061902,11,25,5,accept,False,1.0,10.0
constant,batch-061902,12,1,3,reject,True,,0.0
constant,batch-061902,12,2,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,12,3,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,12,4,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,12,5,3,reject,True,,0.0
constant,batch-061902,12,6,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,12,7,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,12,8,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,12,9,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,12,10,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,12,11,3,accept,False,0.42857142857142855,10.0
constant,batch-061902,12,12,3,accept,False,0.42857142857142855,10.0
constant,batch-061902,12,13,3,accept,False,0.42857142857142855,10.0
constant,batch-061902,12,14,3,accept,False,0.42857142857142855,10.0
constant,batch-061902,12,15,3,reject,True,,0.0
constant,batch-061902,12,16,3,accept,False,0.42857142857142855,10.0
constant,batch-061902,12,17,3,accept,False,0.42857142857142855,10.0
constant,batch-061902,12,18,3,accept,False,0.42857142857142855,10.0
constant,batch-061902,12,19,3,reject,True,,0.0
constant,batch-061902,12,20,3,accept,False,0.42857142857142855,10.0
constant,batch-061902,12,21,3,accept,False,0.42857142857142855,10.0
constant,batch-061902,12,22,3,accept,False,0.42857142857142855,10.0
constant,batch-061902,12,23,3,accept,False,0.42857142857142855,10.0
constant,batch-061902,12,24,3,accept,False,0.42857142857142855,10.0
constant,batch-061902,12,25,3,accept,False,0.42857142857142855,10.0
constant,batch-061902,13,1,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,13,2,5,accept,False,1.0,10.0
constant,batch-061902,13,3,4,reject,True,,0.0
constant,batch-061902,13,4,5,accept,False,1.0,10.0
constant,batch-061902,13,5,5,accept,False,1.0,10.0
constant,batch-061902,13,6,4,reject,True,,0.0
constant,batch-061902,13,7,5,accept,False,1.0,10.0
constant,batch-061902,13,8,5,accept,False,1.0,10.0
constant,batch-061902,13,9,5,accept,False,1.0,10.0
constant,batch-061902,13,10,5,accept,False,1.0,10.0
constant,batch-061902,13,11,5,accept,False,1.0,10.0
constant,batch-061902,13,12,5,accept,False,1.0,10.0
constant,batch-061902,13,13,5,accept,False,1.0,10.0
constant,batch-061902,13,14,4,reject,True,,0.0
constant,batch-061902,13,15,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,13,16,4,reject,True,,0.0
constant,batch-061902,13,17,4,reject,True,,0.0
constant,batch-061902,13,18,5,accept,False,1.0,10.0
constant,batch-061902,13,19,5,accept,False,1.0,10.0
constant,batch-061902,13,20,5,accept,False,1.0,10.0
constant,batch-061902,13,21,5,accept,False,1.0,10.0
constant,batch-061902,13,22,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,13,23,4,reject,True,,0.0
constant,batch-061902,13,24,5,accept,False,1.0,10.0
constant,batch-061902,13,25,5,accept,False,1.0,10.0
constant,batch-061902,14,1,5,accept,False,1.0,10.0
constant,batch-061902,14,2,5,accept,False,1.0,10.0
constant,batch-061902,14,3,5,accept,False,1.0,10.0
constant,batch-061902,14,4,5,accept,False,1.0,10.0
constant,batch-061902,14,5,5,accept,False,1.0,10.0
constant,batch-061902,14,6,5,accept,False,1.0,10.0
constant,batch-061902,14,7,5,accept,False,1.0,10.0
constant,batch-061902,14,8,5,accept,False,1.0,10.0
constant,batch-061902,14,9,5,accept,False,1.0,10.0
constant,batch-061902,14,10,5,accept,False,1.0,10.0
constant,batch-061902,14,11,5,accept,False,1.0,10.0
constant,batch-061902,14,12,5,accept,False,1.0,10.0
constant,batch-061902,14,13,5,accept,False,1.0,10.0
constant,batch-061902,14,14,5,accept,False,1.0,10.0
constant,batch-061902,14,15,5,accept,False,1.0,10.0
constant,batch-061902,14,16,5,accept,False,1.0,10.0
constant,batch-061902,14,17,5,accept,False,1.0,10.0
constant,batch-061902,14,18,5,accept,False,1.0,10.0
constant,batch-061902,14,19,5,accept,False,1.0,10.0
constant,batch-061902,14,20,5,accept,False,1.0,10.0
constant,batch-061902,14,21,5,accept,False,1.0,10.0
constant,batch-061902,14,22,5,accept,False,1.0,10.0
constant,batch-061902,14,23,5,accept,False,1.0,10.0
constant,batch-061902,14,24,5,accept,False,1.0,10.0
constant,batch-061902,14,25,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,15,1,5,reject,True,,0.0
constant,batch-061902,15,2,1,accept,False,0.1111111111111111,10.0
constant,batch-061902,15,3,1,reject,True,,0.0
constant,batch-061902,15,4,1,reject,True,,0.0
constant,batch-061902,15,5,2,accept,False,0.25,10.0
constant,batch-061902,15,6,2,accept,False,0.25,10.0
constant,batch-061902,15,7,2,accept,False,0.25,10.0
constant,batch-061902,15,8,2,accept,False,0.25,10.0
constant,batch-061902,15,9,2,accept,False,0.25,10.0
constant,batch-061902,15,10,1,accept,False,0.1111111111111111,10.0
constant,batch-061902,15,11,1,accept,False,0.1111111111111111,10.0
constant,batch-061902,15,12,1,accept,False,0.1111111111111111,10.0
constant,batch-061902,15,13,0,reject,True,,0.0
constant,batch-061902,15,14,1,reject,True,,0.0
constant,batch-061902,15,15,2,accept,False,0.25,10.0
constant,batch-061902,15,16,2,accept,False,0.25,10.0
constant,batch-061902,15,17,2,accept,False,0.25,10.0
constant,batch-061902,15,18,2,accept,False,0.25,10.0
constant,batch-061902,15,19,1,reject,True,,0.0
constant,batch-061902,15,20,2,accept,False,0.25,10.0
constant,batch-061902,15,21,2,accept,False,0.25,10.0
constant,batch-061902,15,22,2,accept,False,0.25,10.0
constant,batch-061902,15,23,2,accept,False,0.25,10.0
constant,batch-061902,15,24,2,accept,False,0.25,10.0
constant,batch-061902,15,25,2,accept,False,0.25,10.0
constant,batch-061902,16,1,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,16,2,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,16,3,4,reject,True,,0.0
constant,batch-061902,16,4,4,reject,True,,0.0
constant,batch-061902,16,5,5,accept,False,1.0,10.0
constant,batch-061902,16,6,5,accept,False,1.0,10.0
constant,batch-061902,16,7,5,accept,False,1.0,10.0
constant,batch-061902,16,8,5,accept,False,1.0,10.0
constant,batch-061902,16,9,5,accept,False,1.0,10.0
constant,batch-061902,16,10,5,accept,False,1.0,10.0
constant,batch-061902,16,11,5,accept,False,1.0,10.0
constant,batch-061902,16,12,5,accept,False,1.0,10.0
constant,batch-061902,16,13,5,accept,False,1.0,10.0
constant,batch-061902,16,14,5,accept,False,1.0,10.0
constant,batch-061902,16,15,5,accept,False,1.0,10.0
constant,batch-061902,16,16,5,accept,False,1.0,10.0
constant,batch-061902,16,17,5,accept,False,1.0,10.0
constant,batch-061902,16,18,5,accept,False,1.0,10.0
constant,batch-061902,16,19,5,accept,False,1.0,10.0
constant,batch-061902,16,20,5,accept,False,1.0,10.0
constant,batch-061902,16,21,5,accept,False,1.0,10.0
constant,batch-061902,16,22,5,accept,False,1.0,10.0
constant,batch-061902,16,23,5,accept,False,1.0,10.0
constant,batch-061902,16,24,5,accept,False,1.0,10.0
constant,batch-061902,16,25,5,accept,False,1.0,10.0
constant,batch-061902,17,1,2,reject,True,,0.0
constant,batch-061902,17,2,4,reject,True,,0.0
constant,batch-061902,17,3,5,accept,False,1.0,10.0
constant,batch-061902,17,4,4,reject,True,,0.0
constant,batch-061902,17,5,5,accept,False,1.0,10.0
constant,batch-061902,17,6,5,accept,False,1.0,10.0
constant,batch-061902,17,7,5,accept,False,1.0,10.0
constant,batch-061902,17,8,5,accept,False,1.0,10.0
constant,batch-061902,17,9,5,accept,False,1.0,10.0
constant,batch-061902,17,10,5,accept,False,1.0,10.0
constant,batch-061902,17,11,5,accept,False,1.0,10.0
constant,batch-061902,17,12,5,accept,False,1.0,10.0
constant,batch-061902,17,13,5,accept,False,1.0,10.0
constant,batch-061902,17,14,5,accept,False,1.0,10.0
constant,batch-061902,17,15,5,accept,False,1.0,10.0
constant,batch-061902,17,16,5,accept,False,1.0,10.0
constant,batch-061902,17,17,5,accept,False,1.0,10.0
constant,batch-061902,17,18,5,accept,False,1.0,10.0
constant,batch-061902,17,19,5,accept,False,1.0,10.0
constant,batch-061902,17,20,5,accept,False,1.0,10.0
constant,batch-061902,17,21,5,accept,False,1.0,10.0
constant,batch-061902,17,22,5,accept,False,1.0,10.0
constant,batch-061902,17,23,5,accept,False,1.0,10.0
constant,batch-061902,17,24,5,accept,False,1.0,10.0
constant,batch-061902,17,25,5,accept,False,1.0,10.0
constant,batch-061902,18,1,3,reject,True,,0.0
constant,batch-061902,18,2,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,18,3,5,accept,False,1.0,10.0
constant,batch-061902,18,4,5,accept,False,1.0,10.0
constant,batch-061902,18,5,5,accept,False,1.0,10.0
constant,batch-061902,18,6,5,accept,False,1.0,10.0
constant,batch-061902,18,7,5,accept,False,1.0,10.0
constant,batch-061902,18,8,5,accept,False,1.0,10.0
constant,batch-061902,18,9,5,accept,False,1.0,10.0
constant,batch-061902,18,10,5,accept,False,1.0,10.0
constant,batch-061902,18,11,5,accept,False,1.0,10.0
constant,batch-061902,18,12,5,accept,False,1.0,10.0
constant,batch-061902,18,13,5,accept,False,1.0,10.0
constant,batch-061902,18,14,5,accept,False,1.0,10.0
constant,batch-061902,18,15,5,accept,False,1.0,10.0
constant,batch-061902,18,16,5,accept,False,1.0,10.0
constant,batch-061902,18,17,5,accept,False,1.0,10.0
constant,batch-061902,18,18,5,accept,False,1.0,10.0
constant,batch-061902,18,19,5,accept,False,1.0,10.0
constant,batch-061902,18,20,5,accept,False,1.0,10.0
constant,batch-061902,18,21,5,accept,False,1.0,10.0
constant,batch-061902,18,22,5,accept,False,1.0,10.0
constant,batch-061902,18,23,5,accept,False,1.0,10.0
constant,batch-061902,18,24,5,accept,False,1.0,10.0
constant,batch-061902,18,25,5,accept,False,1.0,10.0
constant,batch-061902,19,1,5,accept,False,1.0,10.0
constant,batch-061902,19,2,5,accept,False,1.0,10.0
constant,batch-061902,19,3,5,accept,False,1.0,10.0
constant,batch-061902,19,4,5,accept,False,1.0,10.0
constant,batch-061902,19,5,5,accept,False,1.0,10.0
constant,batch-061902,19,6,5,accept,False,1.0,10.0
constant,batch-061902,19,7,5,accept,False,1.0,10.0
constant,batch-061902,19,8,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,19,9,5,accept,False,1.0,10.0
constant,batch-061902,19,10,5,accept,False,1.0,10.0
constant,batch-061902,19,11,5,accept,False,1.0,10.0
constant,batch-061902,19,12,5,accept,False,1.0,10.0
constant,batch-061902,19,13,5,accept,False,1.0,10.0
constant,batch-061902,19,14,5,accept,False,1.0,10.0
constant,batch-061902,19,15,5,accept,False,1.0,10.0
constant,batch-061902,19,16,5,accept,False,1.0,10.0
constant,batch-061902,19,17,5,accept,False,1.0,10.0
constant,batch-061902,19,18,5,accept,False,1.0,10.0
constant,batch-061902,19,19,5,accept,False,1.0,10.0
constant,batch-061902,19,20,5,accept,False,1.0,10.0
constant,batch-061902,19,21,6,accept,False,0.6666666666666666,10.0
constant,batch-061902,19,22,5,accept,False,1.0,10.0
constant,batch-061902,19,23,5,accept,False,1.0,10.0
constant,batch-061902,19,24,5,accept,False,1.0,10.0
constant,batch-061902,19,25,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,20,1,5,accept,False,1.0,10.0
constant,batch-061902,20,2,5,accept,False,1.0,10.0
constant,batch-061902,20,3,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,20,4,3,reject,True,,0.0
constant,batch-061902,20,5,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,20,6,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,20,7,4,reject,True,,0.0
constant,batch-061902,20,8,4,reject,True,,0.0
constant,batch-061902,20,9,5,accept,False,1.0,10.0
constant,batch-061902,20,10,5,accept,False,1.0,10.0
constant,batch-061902,20,11,5,accept,False,1.0,10.0
constant,batch-061902,20,12,4,reject,True,,0.0
constant,batch-061902,20,13,5,accept,False,1.0,10.0
constant,batch-061902,20,14,5,accept,False,1.0,10.0
constant,batch-061902,20,15,5,accept,False,1.0,10.0
constant,batch-061902,20,16,1,reject,True,,0.0
constant,batch-061902,20,17,5,accept,False,1.0,10.0
constant,batch-061902,20,18,5,accept,False,1.0,10.0
constant,batch-061902,20,19,5,accept,False,1.0,10.0
constant,batch-061902,20,20,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,20,21,4,reject,True,,0.0
constant,batch-061902,20,22,5,accept,False,1.0,10.0
constant,batch-061902,20,23,5,accept,False,1.0,10.0
constant,batch-061902,20,24,5,accept,False,1.0,10.0
constant,batch-061902,20,25,5,accept,False,1.0,10.0
constant,batch-061902,21,2,5,accept,False,1.0,10.0
constant,batch-061902,21,3,5,accept,False,1.0,10.0
constant,batch-061902,21,4,5,accept,False,1.0,10.0
constant,batch-061902,21,5,5,accept,False,1.0,10.0
constant,batch-061902,21,6,5,accept,False,1.0,10.0
constant,batch-061902,21,7,5,accept,False,1.0,10.0
constant,batch-061902,21,8,5,accept,False,1.0,10.0
constant,batch-061902,21,9,5,accept,False,1.0,10.0
constant,batch-061902,21,10,5,accept,False,1.0,10.0
constant,batch-061902,21,11,5,accept,False,1.0,10.0
constant,batch-061902,21,12,5,accept,False,1.0,10.0
constant,batch-061902,21,13,5,accept,False,1.0,10.0
constant,batch-061902,21,14,5,accept,False,1.0,10.0
constant,batch-061902,21,15,5,accept,False,1.0,10.0
constant,batch-061902,21,16,5,accept,False,1.0,10.0
constant,batch-061902,21,17,5,accept,False,1.0,10.0
constant,batch-061902,21,18,5,accept,False,1.0,10.0
constant,batch-061902,21,19,5,accept,False,1.0,10.0
constant,batch-061902,21,20,5,accept,False,1.0,10.0
constant,batch-061902,21,21,5,accept,False,1.0,10.0
constant,batch-061902,21,22,5,accept,False,1.0,10.0
constant,batch-061902,21,23,5,accept,False,1.0,10.0
constant,batch-061902,21,24,5,accept,False,1.0,10.0
constant,batch-061902,21,25,5,accept,False,1.0,10.0
constant,batch-061902,21,26,5,accept,False,1.0,10.0
constant,batch-061902,22,1,5,accept,False,1.0,10.0
constant,batch-061902,22,2,3,accept,False,0.42857142857142855,10.0
constant,batch-061902,22,3,3,accept,False,0.42857142857142855,10.0
constant,batch-061902,22,4,2,reject,True,,0.0
constant,batch-061902,22,5,3,reject,True,,0.0
constant,batch-061902,22,6,4,reject,True,,0.0
constant,batch-061902,22,7,5,reject,True,,0.0
constant,batch-061902,22,8,6,accept,False,0.6666666666666666,10.0
constant,batch-061902,22,9,3,reject,True,,0.0
constant,batch-061902,22,10,4,reject,True,,0.0
constant,batch-061902,22,11,5,accept,False,1.0,10.0
constant,batch-061902,22,12,5,reject,True,,0.0
constant,batch-061902,22,13,5,reject,True,,0.0
constant,batch-061902,22,14,6,reject,True,,0.0
constant,batch-061902,22,15,7,reject,True,,0.0
constant,batch-061902,22,16,3,reject,True,,0.0
constant,batch-061902,22,17,5,reject,True,,0.0
constant,batch-061902,22,18,5,reject,True,,0.0
constant,batch-061902,22,19,7,accept,False,0.42857142857142855,10.0
constant,batch-061902,22,20,6,accept,False,0.6666666666666666,10.0
constant,batch-061902,22,21,5,reject,True,,0.0
constant,batch-061902,22,22,5,reject,True,,0.0
constant,batch-061902,22,23,5,reject,True,,0.0
constant,batch-061902,22,24,9,accept,False,0.1111111111111111,10.0
constant,batch-061902,22,25,1,reject,True,,0.0
constant,batch-061902,23,1,5,accept,False,1.0,10.0
constant,batch-061902,23,2,5,accept,False,1.0,10.0
constant,batch-061902,23,3,5,accept,False,1.0,10.0
constant,batch-061902,23,4,5,accept,False,1.0,10.0
constant,batch-061902,23,5,5,accept,False,1.0,10.0
constant,batch-061902,23,6,5,accept,False,1.0,10.0
constant,batch-061902,23,7,5,accept,False,1.0,10.0
constant,batch-061902,23,8,5,accept,False,1.0,10.0
constant,batch-061902,23,9,5,accept,False,1.0,10.0
constant,batch-061902,23,10,5,accept,False,1.0,10.0
constant,batch-061902,23,11,5,accept,False,1.0,10.0
constant,batch-061902,23,12,5,accept,False,1.0,10.0
constant,batch-061902,23,13,5,accept,False,1.0,10.0
constant,batch-061902,23,14,5,accept,False,1.0,10.0
constant,batch-061902,23,15,5,accept,False,1.0,10.0
constant,batch-061902,23,16,5,accept,False,1.0,10.0
constant,batch-061902,23,17,5,accept,False,1.0,10.0
constant,batch-061902,23,18,5,accept,False,1.0,10.0
constant,batch-061902,23,19,5,accept,False,1.0,10.0
constant,batch-061902,23,20,5,accept,False,1.0,10.0
constant,batch-061902,23,21,5,accept,False,1.0,10.0
constant,batch-061902,23,22,5,accept,False,1.0,10.0
constant,batch-061902,23,23,5,accept,False,1.0,10.0
constant,batch-061902,23,24,5,accept,False,1.0,10.0
constant,batch-061902,23,25,5,accept,False,1.0,10.0
constant,batch-061902,24,1,5,accept,False,1.0,10.0
constant,batch-061902,24,2,5,accept,False,1.0,10.0
constant,batch-061902,24,3,5,accept,False,1.0,10.0
constant,batch-061902,24,4,5,accept,False,1.0,10.0
constant,batch-061902,24,5,5,accept,False,1.0,10.0
constant,batch-061902,24,6,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,24,7,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,24,8,3,reject,True,,0.0
constant,batch-061902,24,9,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,24,10,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,24,11,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,24,12,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,24,13,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,24,14,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,24,15,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,24,16,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,24,17,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,24,18,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,24,19,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,24,20,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,24,21,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,24,22,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,24,23,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,24,24,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,24,25,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,25,1,2,reject,True,,0.0
constant,batch-061902,25,2,6,accept,False,0.6666666666666666,10.0
constant,batch-061902,25,3,4,reject,True,,0.0
constant,batch-061902,25,4,5,accept,False,1.0,10.0
constant,batch-061902,25,5,4,reject,True,,0.0
constant,batch-061902,25,6,3,reject,True,,0.0
constant,batch-061902,25,7,5,accept,False,1.0,10.0
constant,batch-061902,25,8,5,accept,False,1.0,10.0
constant,batch-061902,25,9,5,accept,False,1.0,10.0
constant,batch-061902,25,10,5,accept,False,1.0,10.0
constant,batch-061902,25,11,5,accept,False,1.0,10.0
constant,batch-061902,25,12,5,accept,False,1.0,10.0
constant,batch-061902,25,13,5,accept,False,1.0,10.0
constant,batch-061902,25,14,5,accept,False,1.0,10.0
constant,batch-061902,25,15,5,accept,False,1.0,10.0
constant,batch-061902,25,16,1,reject,True,,0.0
constant,batch-061902,25,17,4,reject,True,,0.0
constant,batch-061902,25,18,7,accept,False,0.42857142857142855,10.0
constant,batch-061902,25,19,3,accept,False,0.42857142857142855,10.0
constant,batch-061902,25,20,4,reject,True,,0.0
constant,batch-061902,25,21,5,accept,False,1.0,10.0
constant,batch-061902,25,22,5,accept,False,1.0,10.0
constant,batch-061902,25,23,5,accept,False,1.0,10.0
constant,batch-061902,25,24,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,25,25,5,accept,False,1.0,10.0
constant,batch-061902,26,1,4,reject,True,,0.0
constant,batch-061902,26,2,8,accept,False,0.25,10.0
constant,batch-061902,26,3,7,accept,False,0.42857142857142855,10.0
constant,batch-061902,26,4,7,accept,False,0.42857142857142855,10.0
constant,batch-061902,26,5,7,accept,False,0.42857142857142855,10.0
constant,batch-061902,26,6,7,accept,False,0.42857142857142855,10.0
constant,batch-061902,26,7,8,accept,False,0.25,10.0
constant,batch-061902,26,8,7,accept,False,0.42857142857142855,10.0
constant,batch-061902,26,9,7,accept,False,0.42857142857142855,10.0
constant,batch-061902,26,10,7,accept,False,0.42857142857142855,10.0
constant,batch-061902,26,11,6,accept,False,0.6666666666666666,10.0
constant,batch-061902,26,12,6,accept,False,0.6666666666666666,10.0
constant,batch-061902,26,13,6,reject,True,,0.0
constant,batch-061902,26,14,7,accept,False,0.42857142857142855,10.0
constant,batch-061902,26,15,7,accept,False,0.42857142857142855,10.0
constant,batch-061902,26,16,7,accept,False,0.42857142857142855,10.0
constant,batch-061902,26,17,8,accept,False,0.25,10.0
constant,batch-061902,26,18,7,accept,False,0.42857142857142855,10.0
constant,batch-061902,26,19,7,accept,False,0.42857142857142855,10.0
constant,batch-061902,26,20,7,accept,False,0.42857142857142855,10.0
constant,batch-061902,26,21,7,accept,False,0.42857142857142855,10.0
constant,batch-061902,26,22,7,accept,False,0.42857142857142855,10.0
constant,batch-061902,26,23,7,accept,False,0.42857142857142855,10.0
constant,batch-061902,26,24,7,accept,False,0.42857142857142855,10.0
constant,batch-061902,26,25,7,accept,False,0.42857142857142855,10.0
constant,batch-061902,27,1,1,reject,True,,0.0
constant,batch-061902,27,2,0,reject,True,,0.0
constant,batch-061902,27,3,8,accept,False,0.25,10.0
constant,batch-061902,27,4,1,reject,True,,0.0
constant,batch-061902,27,5,0,reject,True,,0.0
constant,batch-061902,27,6,5,accept,False,1.0,10.0
constant,batch-061902,27,7,5,accept,False,1.0,10.0
constant,batch-061902,27,8,5,accept,False,1.0,10.0
constant,batch-061902,27,9,0,reject,True,,0.0
constant,batch-061902,27,10,1,reject,True,,0.0
constant,batch-061902,27,11,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,27,12,4,accept,False,0.6666666666666666,10.0
constant,batch-061902,27,13,4,reject,True,,0.0
constant,batch-061902,27,14,5,accept,False,1.0,10.0
constant,batch-061902,27,15,4,reject,True,,0.0
constant,batch-061902,27,16,5,accept,False,1.0,10.0
constant,batch-061902,27,17,3,reject,True,,0.0
constant,batch-061902,27,18,4,reject,True,,0.0
constant,batch-061902,27,19,5,accept,False,1.0,10.0
constant,batch-061902,27,20,5,accept,False,1.0,10.0
constant,batch-061902,27,21,5,accept,False,1.0,10.0
constant,batch-061902,27,22,4,reject,True,,0.0
constant,batch-061902,27,23,5,accept,False,1.0,10.0
constant,batch-061902,27,24,5,accept,False,1.0,10.0
constant,batch-061902,27,25,5,accept,False,1.0,10.0
constant,batch-061902,28,1,5,accept,False,1.0,10.0
constant,batch-061902,28,2,5,accept,False,1.0,10.0
constant,batch-061902,28,3,5,accept,False,1.0,10.0
constant,batch-061902,28,4,5,accept,False,1.0,10.0
constant,batch-061902,28,5,5,accept,False,1.0,10.0
constant,batch-061902,28,6,5,accept,False,1.0,10.0
constant,batch-061902,28,7,5,accept,False,1.0,10.0
constant,batch-061902,28,8,5,accept,False,1.0,10.0
constant,batch-061902,28,9,5,accept,False,1.0,10.0
constant,batch-061902,28,10,5,accept,False,1.0,10.0
constant,batch-061902,28,11,5,accept,False,1.0,10.0
constant,batch-061902,28,12,5,accept,False,1.0,10.0
constant,batch-061902,28,13,5,accept,False,1.0,10.0
constant,batch-061902,28,14,5,accept,False,1.0,10.0
